,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,1975,Chainlink,LINK,chainlink,2194,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12296194197.07,,13,,,,2026-01-23T06:54:00.000Z,12.296194197073566,285043938.0608873,-45.4081,-0.24616409,-1.39923319,-10.90091818,0.92560803,-2.42903052,-31.11120088,8706934747.62706,0.2883,12296194197.07,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-23 12:25:05.349133
13,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8754718544.55,,14,,,,2026-01-23T06:54:00.000Z,8.885878518880709,1406287.8026489,39.0338,-0.20969736,-0.31120841,-0.09880619,10.39333171,-6.13946699,-0.89231226,8190053574.956991,0.2712,8754718544.55,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-23 12:25:05.349133
14,512,Stellar,XLM,stellar,799,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32421784030.082405,50001786883.65895,False,10582420471.14,,15,31531408660.0,6673334000.318913,,2026-01-23T06:53:00.000Z,0.21164084587139131,117715564.1773628,-36.7418,0.08051924,-1.34117251,-7.13549216,-1.16660848,-14.62812352,-33.6646992,6861773796.786206,0.2272,10582424688.79,,2026-01-23T06:53:00.000Z,,,,,,2026-01-23 12:25:05.349133
0,1,Bitcoin,BTC,bitcoin,12524,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19979612.0,19979612.0,False,1787360453702.46,,1,,,,2026-01-23T06:54:00.000Z,89459.21741135215,34764219304.824715,-33.4747,0.02526577,-0.68106929,-6.48959076,2.88157023,2.91577081,-19.71568592,1787360453702.4602,59.1766,1878643565638.4,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
1,1027,Ethereum,ETH,ethereum,11442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120694468.89581029,120694468.89581029,True,355089853664.09,,2,,,,2026-01-23T06:54:00.000Z,2942.0557289217904,21577698343.144646,-36.1656,-0.71906538,-2.48726978,-11.17994565,0.36702112,3.78613296,-25.16254532,355089853664.0915,11.7564,355089853664.09,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
2,825,Tether USDt,USDT,tether,167965,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186917302715.80444,189486597068.5769,True,189285225949.17,,3,,,,2026-01-23T06:54:00.000Z,0.998937280406542,82246476991.84048,-24.8779,0.02345422,-0.00639576,-0.05219003,-0.02921987,-0.06315863,-0.12810852,186718662035.85202,6.182,189285225949.17,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-23 12:26:05.834147
3,1839,BNB,BNB,bnb,3098,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136360650.32,136360648.32,136360648.32,False,121357313026.21,,4,,,,2026-01-23T06:55:00.000Z,889.9731302349181,1868897114.64741,-41.053,0.05213971,0.00799316,-4.82768874,6.22281417,4.44382718,-20.19261927,121357313026.21323,4.0179,121357314806.16,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:26:05.834147
4,52,XRP,XRP,xrp,1784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60789498738.0,99985727631.0,False,190876915693.54,,5,,,,2026-01-23T06:54:00.000Z,1.9090416224001228,2245020035.098756,-48.127,0.07394326,-2.3471355,-7.88714738,3.2302392,-7.76536868,-24.84356084,116049683295.68173,3.8422,190904162240.01,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
5,3408,USDC,USDC,usd-coin,36690,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73611649961.01012,73611649961.01012,False,73590163146.78,,6,60901219650.23,60883442936.9832,,2026-01-23T06:54:00.000Z,0.99970810579248,14123548265.302574,-22.0457,0.02022183,-0.00968157,0.00279672,-0.02034864,-0.00677493,-0.02444895,73590163146.78052,2.4365,73590163146.78,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-23 12:26:05.834147
6,5426,Solana,SOL,solana,1074,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,565827495.3460941,618907744.6383497,True,79226139997.47,,7,525236893.3,67235370700.90676,,2026-01-23T06:54:00.000Z,128.00961158397507,3260747671.0164847,-36.16,-0.27848222,-1.67023068,-10.64261489,5.45975382,-2.30161002,-34.10283748,72431357902.78697,2.3981,79226139997.47,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
7,1958,TRON,TRX,tron,1281,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94711548607.77277,94711545770.78847,True,29208726812.11,,8,94667886298.43,29195262375.532455,,2026-01-23T06:54:00.000Z,0.3083966856880868,719555287.8857757,3.0812,-0.11455994,2.69746321,-0.42236604,9.28846527,11.39313137,4.37804469,29208727687.023254,0.9671,29208726812.11,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
8,74,Dogecoin,DOGE,dogecoin,1381,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168432843126.57907,168432843126.57907,True,21074525468.2,,9,,,,2026-01-23T06:54:00.000Z,0.12512123572222225,835607766.1610833,-43.424,-0.00674198,-1.2782261,-10.74411562,-1.52491371,-14.49128261,-36.99114239,21074525468.20478,0.6977,21074525468.2,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
9,2010,Cardano,ADA,cardano,1666,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36035240284.4779,44994357503.72673,False,16224369426.31,,10,37997904336.0,13701541072.605421,,2026-01-23T06:54:00.000Z,0.3605867563497258,396004157.78777015,-44.6612,0.01900501,-1.36917968,-8.45996408,1.08670931,-12.62976394,-44.66842348,12993830408.462856,0.4302,16226404035.74,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
10,1831,Bitcoin Cash,BCH,bitcoin-cash,1124,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19984578.125,19984578.125,False,11907027904.96,,11,,,,2026-01-23T06:54:00.000Z,595.8108212482273,307017722.4405319,-33.7775,0.19915422,0.13230373,-0.70793588,3.95786912,9.45092394,17.05988418,11907027904.955608,0.3942,12512027246.21,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
11,328,Monero,XMR,monero,353,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,9793480915.67,,12,,,,2026-01-23T06:54:00.000Z,530.9056642482673,105767111.19725934,-34.1913,1.2871177,3.79354404,-22.1592352,23.80808977,38.59696239,62.18673989,9793480915.670557,0.3242,9793480915.67,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
12,1975,Chainlink,LINK,chainlink,2194,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,12288970139.4,,13,,,,2026-01-23T06:55:00.000Z,12.288970139395206,284982152.8383492,-45.4187,-0.29237578,-1.42611427,-10.95193793,0.86549561,-2.4704071,-31.15514022,8701819392.598465,0.2881,12288970139.4,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-01-23 12:26:05.834147
13,3957,UNUS SED LEO,LEO,unus-sed-leo,65,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921693173.9,985239504.0,False,8754840167.53,,14,,,,2026-01-23T06:55:00.000Z,8.88600196397303,1407538.41555419,39.1813,-0.20568585,-0.30078325,-0.09620525,10.39368843,-6.13771422,-0.89142241,8190167353.455935,0.2712,8754840167.53,,2026-01-23T06:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-01-23 12:26:05.834147
14,512,Stellar,XLM,stellar,799,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32421784030.082405,50001786883.65895,False,10580469516.34,,15,31531408660.0,6672103717.22661,,2026-01-23T06:54:00.000Z,0.21160182816984904,117702722.10881796,-36.7519,0.07050602,-1.34906209,-7.12236245,-1.13870768,-14.7326925,-33.6609059,6860508773.293453,0.2271,10580473733.21,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
0,1,Bitcoin,BTC,bitcoin,12524,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19979612.0,19979612.0,False,1787360453702.46,,1,,,,2026-01-23T06:54:00.000Z,89459.21741135215,34764219304.824715,-33.4747,0.02526577,-0.68106929,-6.48959076,2.88157023,2.91577081,-19.71568592,1787360453702.4602,59.1766,1878643565638.4,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
1,1027,Ethereum,ETH,ethereum,11442,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120694468.89581029,120694468.89581029,True,355089853664.09,,2,,,,2026-01-23T06:54:00.000Z,2942.0557289217904,21577698343.144646,-36.1656,-0.71906538,-2.48726978,-11.17994565,0.36702112,3.78613296,-25.16254532,355089853664.0915,11.7564,355089853664.09,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
2,825,Tether USDt,USDT,tether,167965,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,186917302715.80444,189486597068.5769,True,189285225949.17,,3,,,,2026-01-23T06:54:00.000Z,0.998937280406542,82246476991.84048,-24.8779,0.02345422,-0.00639576,-0.05219003,-0.02921987,-0.06315863,-0.12810852,186718662035.85202,6.182,189285225949.17,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-23 12:26:05.834147
3,1839,BNB,BNB,bnb,3098,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136360650.32,136360648.32,136360648.32,False,121357313026.21,,4,,,,2026-01-23T06:55:00.000Z,889.9731302349181,1868897114.64741,-41.053,0.05213971,0.00799316,-4.82768874,6.22281417,4.44382718,-20.19261927,121357313026.21323,4.0179,121357314806.16,,2026-01-23T06:55:00.000Z,,,,,,2026-01-23 12:26:05.834147
4,52,XRP,XRP,xrp,1784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60789498738.0,99985727631.0,False,190876915693.54,,5,,,,2026-01-23T06:54:00.000Z,1.9090416224001228,2245020035.098756,-48.127,0.07394326,-2.3471355,-7.88714738,3.2302392,-7.76536868,-24.84356084,116049683295.68173,3.8422,190904162240.01,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
5,3408,USDC,USDC,usd-coin,36690,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73611649961.01012,73611649961.01012,False,73590163146.78,,6,60901219650.23,60883442936.9832,,2026-01-23T06:54:00.000Z,0.99970810579248,14123548265.302574,-22.0457,0.02022183,-0.00968157,0.00279672,-0.02034864,-0.00677493,-0.02444895,73590163146.78052,2.4365,73590163146.78,,2026-01-23T06:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-23 12:26:05.834147
6,5426,Solana,SOL,solana,1074,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,565827495.3460941,618907744.6383497,True,79226139997.47,,7,525236893.3,67235370700.90676,,2026-01-23T06:54:00.000Z,128.00961158397507,3260747671.0164847,-36.16,-0.27848222,-1.67023068,-10.64261489,5.45975382,-2.30161002,-34.10283748,72431357902.78697,2.3981,79226139997.47,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
7,1958,TRON,TRX,tron,1281,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94711548607.77277,94711545770.78847,True,29208726812.11,,8,94667886298.43,29195262375.532455,,2026-01-23T06:54:00.000Z,0.3083966856880868,719555287.8857757,3.0812,-0.11455994,2.69746321,-0.42236604,9.28846527,11.39313137,4.37804469,29208727687.023254,0.9671,29208726812.11,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
8,74,Dogecoin,DOGE,dogecoin,1381,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168432843126.57907,168432843126.57907,True,21074525468.2,,9,,,,2026-01-23T06:54:00.000Z,0.12512123572222225,835607766.1610833,-43.424,-0.00674198,-1.2782261,-10.74411562,-1.52491371,-14.49128261,-36.99114239,21074525468.20478,0.6977,21074525468.2,,2026-01-23T06:54:00.000Z,,,,,,2026-01-23 12:26:05.834147
